FEC_VALOR,COD_INVERSION,COD_EMPRESA,VALOR,IND_AUTORIZADO
02/07/2017,2,2,31.1378808,S
02/07/2017,3,2,35.8712487,S
03/07/2017,0,2,10.5805774,S
03/07/2017,1,2,23.3512752,S
03/07/2017,2,2,31.1378808,S
03/07/2017,3,2,35.8712487,S
04/07/2017,0,2,10.5843659,S
04/07/2017,3,2,35.9712976,S
04/07/2017,2,2,31.1780621,S
04/07/2017,1,2,23.3552749,S
05/07/2017,3,2,35.9814839,S
05/07/2017,1,2,23.3279526,S
05/07/2017,0,2,10.5855869,S
05/07/2017,2,2,31.1514978,S
06/07/2017,0,2,10.5867893,S
06/07/2017,3,2,36.0188589,S
06/07/2017,2,2,31.1480344,S
07/07/2017,0,2,10.5879852,S
06/07/2017,1,2,23.3183323,S
07/07/2017,3,2,35.9148305,S
07/07/2017,1,2,23.2746035,S
07/07/2017,2,2,31.0589782,S
08/07/2017,1,2,23.2232564,S
08/07/2017,2,2,30.9952314,S
08/07/2017,0,2,10.5892058,S
08/07/2017,3,2,35.8638387,S
09/07/2017,0,2,10.5892058,S
09/07/2017,1,2,23.2232564,S
09/07/2017,2,2,30.9952314,S
09/07/2017,3,2,35.8638387,S
10/07/2017,0,2,10.5892058,S
10/07/2017,1,2,23.2232564,S
10/07/2017,2,2,30.9952314,S
10/07/2017,3,2,35.8638387,S
11/07/2017,0,2,10.5926321,S
11/07/2017,3,2,35.8789356,S
11/07/2017,1,2,23.2210548,S
11/07/2017,2,2,31.0016153,S
12/07/2017,0,2,10.5937422,S
12/07/2017,2,2,31.0749246,S
12/07/2017,1,2,23.2642756,S
12/07/2017,3,2,35.9470724,S
13/07/2017,0,2,10.594925,S
13/07/2017,3,2,36.0356341,S
13/07/2017,1,2,23.3095685,S
13/07/2017,2,2,31.1454813,S
14/07/2017,0,2,10.5962155,S
14/07/2017,2,2,31.1686592,S
14/07/2017,1,2,23.3092995,S
14/07/2017,3,2,36.0839289,S
15/07/2017,0,2,10.5972279,S
15/07/2017,2,2,31.2395495,S
15/07/2017,3,2,36.1933941,S
15/07/2017,1,2,23.3533473,S
16/07/2017,0,2,10.5972279,S
16/07/2017,1,2,23.3533473,S
16/07/2017,2,2,31.2395495,S
16/07/2017,3,2,36.1933941,S
17/07/2017,3,2,36.1933941,S
17/07/2017,2,2,31.2395495,S
17/07/2017,1,2,23.3533473,S
17/07/2017,0,2,10.5972279,S
18/07/2017,0,2,10.6006978,S
18/07/2017,2,2,31.279071,S
18/07/2017,3,2,36.2489927,S
18/07/2017,1,2,23.3755573,S
19/07/2017,0,2,10.6019686,S
19/07/2017,3,2,36.2101605,S
19/07/2017,1,2,23.4039795,S
19/07/2017,2,2,31.2968132,S
20/07/2017,0,2,10.6031612,S
20/07/2017,3,2,36.2550333,S
20/07/2017,2,2,31.3276816,S
20/07/2017,1,2,23.4275706,S
21/07/2017,0,2,10.604362,S
21/07/2017,3,2,36.3826145,S
21/07/2017,1,2,23.4963114,S
21/07/2017,2,2,31.444471,S
22/07/2017,0,2,10.605485,S
22/07/2017,3,2,36.3927692,S
22/07/2017,2,2,31.4787961,S
22/07/2017,1,2,23.5309736,S
23/07/2017,0,2,10.605485,S
23/07/2017,1,2,23.5309736,S
23/07/2017,2,2,31.4787961,S
23/07/2017,3,2,36.3927692,S
24/07/2017,0,2,10.605485,S
24/07/2017,1,2,23.5309736,S
24/07/2017,2,2,31.4787961,S
24/07/2017,3,2,36.3927692,S
25/07/2017,0,2,10.6091241,S
25/07/2017,2,2,31.4324371,S
25/07/2017,1,2,23.5158374,S
25/07/2017,3,2,36.3342281,S
26/07/2017,0,2,10.6103788,S
26/07/2017,3,2,36.4793525,S
26/07/2017,1,2,23.5308937,S
26/07/2017,2,2,31.4956787,S
27/07/2017,0,2,10.6115962,S
27/07/2017,2,2,31.4917059,S
27/07/2017,3,2,36.4722801,S
27/07/2017,1,2,23.5377356,S
28/07/2017,0,2,10.6128052,S
28/07/2017,3,2,36.4213082,S
28/07/2017,2,2,31.4633755,S
28/07/2017,1,2,23.5248379,S
29/07/2017,1,2,23.527915,S
29/07/2017,0,2,10.6140134,S
29/07/2017,3,2,36.3453389,S
29/07/2017,2,2,31.4326568,S
30/07/2017,1,2,23.527915,S
30/07/2017,2,2,31.4326568,S
30/07/2017,3,2,36.3453389,S
30/07/2017,0,2,10.6140134,S
31/07/2017,1,2,23.527915,S
31/07/2017,2,2,31.4326568,S
31/07/2017,3,2,36.3453389,S
31/07/2017,0,2,10.6140134,S
01/08/2017,0,2,10.6179599,S
01/08/2017,3,2,36.3991973,S
01/08/2017,1,2,23.5850796,S
01/08/2017,2,2,31.5188472,S
02/08/2017,0,2,10.6192014,S
02/08/2017,3,2,36.4852687,S
02/08/2017,2,2,31.5745133,S
02/08/2017,1,2,23.6090324,S
03/08/2017,3,2,36.5577528,S
03/08/2017,0,2,10.620446,S
03/08/2017,1,2,23.6445446,S
03/08/2017,2,2,31.6261725,S
04/08/2017,0,2,10.6216406,S
04/08/2017,1,2,23.6519986,S
04/08/2017,3,2,36.5079782,S
04/08/2017,2,2,31.6077159,S
05/08/2017,0,2,10.6228333,S
05/08/2017,3,2,36.5755967,S
05/08/2017,1,2,23.6475646,S
05/08/2017,2,2,31.6368225,S
06/08/2017,0,2,10.6228333,S
06/08/2017,1,2,23.6475646,S
06/08/2017,2,2,31.6368225,S
06/08/2017,3,2,36.5755967,S
07/08/2017,0,2,10.6228333,S
07/08/2017,1,2,23.6475646,S
07/08/2017,2,2,31.6368225,S
07/08/2017,3,2,36.5755967,S
08/08/2017,0,2,10.626439,S
08/08/2017,3,2,36.6028783,S
08/08/2017,1,2,23.6471832,S
08/08/2017,2,2,31.650438,S
09/08/2017,0,2,10.6273159,S
09/08/2017,3,2,36.5880866,S
09/08/2017,2,2,31.6431709,S
09/08/2017,1,2,23.6474566,S
10/08/2017,0,2,10.6284289,S
10/08/2017,2,2,31.59181,S
10/08/2017,3,2,36.4901972,S
10/08/2017,1,2,23.6320252,S
11/08/2017,0,2,10.6296417,S
11/08/2017,2,2,31.4862613,S
11/08/2017,3,2,36.2460237,S
12/08/2017,0,2,10.6308532,S
11/08/2017,1,2,23.6324755,S
12/08/2017,3,2,36.0650963,S
12/08/2017,2,2,31.4140698,S
12/08/2017,1,2,23.6252806,S
13/08/2017,0,2,10.6308532,S
13/08/2017,1,2,23.6252806,S
13/08/2017,2,2,31.4140698,S
13/08/2017,3,2,36.0650963,S
14/08/2017,0,2,10.6308532,S
14/08/2017,1,2,23.6252806,S
14/08/2017,2,2,31.4140698,S
14/08/2017,3,2,36.0650963,S
15/08/2017,0,2,10.6344924,S
15/08/2017,3,2,36.1778986,S
16/08/2017,0,2,10.635723,S
15/08/2017,1,2,23.6327468,S
15/08/2017,2,2,31.4885736,S
16/08/2017,3,2,36.1572068,S
16/08/2017,1,2,23.631674,S
16/08/2017,2,2,31.4842309,S
17/08/2017,0,2,10.6367849,S
17/08/2017,3,2,36.2788738,S
17/08/2017,1,2,23.6480937,S
17/08/2017,2,2,31.5260809,S
18/08/2017,0,2,10.6378582,S
18/08/2017,3,2,36.185596,S
18/08/2017,1,2,23.6329434,S
19/08/2017,0,2,10.6389232,S
18/08/2017,2,2,31.462101,S
20/08/2017,1,2,23.6538383,S
19/08/2017,3,2,36.2129819,S
19/08/2017,2,2,31.4469425,S
19/08/2017,1,2,23.6538383,S
20/08/2017,2,2,31.4469425,S
20/08/2017,3,2,36.2129819,S
20/08/2017,0,2,10.6389232,S
21/08/2017,0,2,10.6389232,S
21/08/2017,1,2,23.6538383,S
21/08/2017,2,2,31.4469425,S
21/08/2017,3,2,36.2129819,S
22/08/2017,0,2,10.642127,S
22/08/2017,3,2,36.1748401,S
22/08/2017,2,2,31.4260782,S
23/08/2017,0,2,10.643137,S
22/08/2017,1,2,23.6531565,S
23/08/2017,2,2,31.5153484,S
23/08/2017,3,2,36.3263081,S
23/08/2017,1,2,23.6855769,S
24/08/2017,0,2,10.6441962,S
24/08/2017,3,2,36.3191182,S
24/08/2017,2,2,31.5152507,S
24/08/2017,1,2,23.6888022,S
25/08/2017,0,2,10.6452651,S
25/08/2017,3,2,36.3672404,S
25/08/2017,1,2,23.7008069,S
25/08/2017,2,2,31.5382089,S
26/08/2017,3,2,36.4602967,S
26/08/2017,0,2,10.6463162,S
27/08/2017,1,2,23.7375787,S
26/08/2017,2,2,31.6106918,S
26/08/2017,1,2,23.7375787,S
27/08/2017,2,2,31.6106918,S
27/08/2017,3,2,36.4602967,S
27/08/2017,0,2,10.6463162,S
28/08/2017,0,2,10.6463162,S
28/08/2017,1,2,23.7375787,S
28/08/2017,2,2,31.6106918,S
28/08/2017,3,2,36.4602967,S
29/08/2017,3,2,36.4775176,S
29/08/2017,0,2,10.6498016,S
29/08/2017,2,2,31.6378097,S
29/08/2017,1,2,23.7673893,S
30/08/2017,3,2,36.3638454,S
30/08/2017,1,2,23.7590713,S
30/08/2017,0,2,10.6509656,S
30/08/2017,2,2,31.5988756,S
31/08/2017,0,2,10.6521172,S
31/08/2017,2,2,31.6194751,S
31/08/2017,3,2,36.3904531,S
31/08/2017,1,2,23.7708444,S
01/09/2017,2,2,31.705352,S
01/09/2017,1,2,23.7923262,S
01/09/2017,0,2,10.6545816,S
01/09/2017,3,2,36.5632326,S
02/09/2017,3,2,36.7221733,S
03/09/2017,0,2,10.6564516,S
02/09/2017,2,2,31.760264,S
02/09/2017,0,2,10.6564516,S
02/09/2017,1,2,23.800558,S
03/09/2017,1,2,23.800558,S
03/09/2017,2,2,31.760264,S
03/09/2017,3,2,36.7221733,S
04/09/2017,0,2,10.6564516,S
04/09/2017,1,2,23.800558,S
04/09/2017,2,2,31.760264,S
04/09/2017,3,2,36.7221733,S
05/09/2017,0,2,10.659868,S
05/09/2017,1,2,23.7951087,S
05/09/2017,2,2,31.7400407,S
05/09/2017,3,2,36.7430336,S
06/09/2017,0,2,10.6612141,S
06/09/2017,1,2,23.803116,S
06/09/2017,3,2,36.6035997,S
06/09/2017,2,2,31.6739583,S
07/09/2017,3,2,36.7740015,S
07/09/2017,0,2,10.6623146,S
07/09/2017,2,2,31.7372718,S
07/09/2017,1,2,23.8210328,S
08/09/2017,0,2,10.6634066,S
08/09/2017,2,2,31.7848412,S
08/09/2017,3,2,36.8561628,S
08/09/2017,1,2,23.8474213,S
09/09/2017,0,2,10.6644632,S
09/09/2017,3,2,36.8250684,S
09/09/2017,1,2,23.8626922,S
09/09/2017,2,2,31.7859389,S
10/09/2017,0,2,10.6644632,S
10/09/2017,1,2,23.8626922,S
10/09/2017,2,2,31.7859389,S
10/09/2017,3,2,36.8250684,S
11/09/2017,0,2,10.6644632,S
11/09/2017,1,2,23.8626922,S
11/09/2017,2,2,31.7859389,S
11/09/2017,3,2,36.8250684,S
12/09/2017,3,2,37.0396685,S
12/09/2017,2,2,31.9255655,S
12/09/2017,0,2,10.6678474,S
12/09/2017,1,2,23.9025227,S
13/09/2017,3,2,37.2248016,S
13/09/2017,0,2,10.6689395,S
13/09/2017,2,2,32.0215298,S
13/09/2017,1,2,23.9325268,S
14/09/2017,0,2,10.6700141,S
14/09/2017,3,2,37.3073589,S
14/09/2017,2,2,32.0602698,S
14/09/2017,1,2,23.9447819,S
16/09/2017,1,2,23.9966164,S
15/09/2017,0,2,10.6711066,S
15/09/2017,2,2,32.0629246,S
15/09/2017,3,2,37.3182147,S
15/09/2017,1,2,23.937281,S
16/09/2017,0,2,10.6722126,S
17/09/2017,0,2,10.6722126,S
16/09/2017,2,2,32.1735445,S
16/09/2017,3,2,37.4112977,S
17/09/2017,1,2,23.9966164,S
17/09/2017,2,2,32.1735445,S
17/09/2017,3,2,37.4112977,S
18/09/2017,3,2,37.4112977,S
18/09/2017,1,2,23.9966164,S
18/09/2017,2,2,32.1735445,S
18/09/2017,0,2,10.6722126,S
19/09/2017,3,2,37.5003435,S
19/09/2017,0,2,10.6755208,S
20/09/2017,3,2,37.6321183,S
19/09/2017,2,2,32.2392832,S
19/09/2017,1,2,24.038015,S
20/09/2017,2,2,32.3076807,S
20/09/2017,1,2,24.0547882,S
20/09/2017,0,2,10.6766481,S
21/09/2017,3,2,37.6793645,S
21/09/2017,2,2,32.341808,S
22/09/2017,1,2,24.0967376,S
21/09/2017,0,2,10.6777466,S
21/09/2017,1,2,24.0661357,S
22/09/2017,0,2,10.6788983,S
22/09/2017,3,2,37.7278648,S
22/09/2017,2,2,32.3792249,S
23/09/2017,3,2,37.7026327,S
23/09/2017,1,2,24.0981573,S
23/09/2017,0,2,10.6800295,S
23/09/2017,2,2,32.3561899,S
24/09/2017,2,2,32.3561899,S
24/09/2017,3,2,37.7026327,S
24/09/2017,1,2,24.0981573,S
24/09/2017,0,2,10.6800295,S
25/09/2017,0,2,10.6800295,S
25/09/2017,1,2,24.0981573,S
25/09/2017,2,2,32.3561899,S
25/09/2017,3,2,37.7026327,S
26/09/2017,0,2,10.6834142,S
26/09/2017,3,2,37.8478839,S
26/09/2017,2,2,32.3947139,S
26/09/2017,1,2,24.1282176,S
27/09/2017,3,2,37.9026883,S
27/09/2017,0,2,10.6845774,S
27/09/2017,2,2,32.394216,S
27/09/2017,1,2,24.1131782,S
28/09/2017,1,2,24.1018767,S
28/09/2017,0,2,10.6856836,S
28/09/2017,3,2,37.9952661,S
28/09/2017,2,2,32.4228255,S
29/09/2017,3,2,38.0527664,S
29/09/2017,1,2,24.06739,S
29/09/2017,0,2,10.6868035,S
29/09/2017,2,2,32.4123592,S
30/09/2017,3,2,38.2285724,S
30/09/2017,0,2,10.6879373,S
30/09/2017,1,2,24.1032598,S
30/09/2017,2,2,32.5103496,S
01/10/2017,0,2,10.6879373,S
01/10/2017,1,2,24.1032598,S
01/10/2017,2,2,32.5103496,S
01/10/2017,3,2,38.2285724,S
02/10/2017,0,2,10.6879373,S
02/10/2017,1,2,24.1032598,S
02/10/2017,2,2,32.5103496,S
02/10/2017,3,2,38.2285724,S
03/10/2017,3,2,38.4050805,S
03/10/2017,1,2,24.1408691,S
03/10/2017,0,2,10.6935589,S
03/10/2017,2,2,32.5920876,S
04/10/2017,0,2,10.6947915,S
04/10/2017,3,2,38.5562883,S
04/10/2017,2,2,32.6207497,S
05/10/2017,3,2,38.6987751,S
04/10/2017,1,2,24.1189302,S
05/10/2017,1,2,24.145254,S
05/10/2017,0,2,10.6959815,S
05/10/2017,2,2,32.6641693,S
06/10/2017,3,2,38.94884,S
06/10/2017,1,2,24.1918794,S
06/10/2017,0,2,10.6971524,S
06/10/2017,2,2,32.7660993,S
07/10/2017,0,2,10.6983222,S
07/10/2017,2,2,32.7882523,S
07/10/2017,3,2,38.9449316,S
07/10/2017,1,2,24.1991194,S
08/10/2017,3,2,38.9449316,S
08/10/2017,1,2,24.1991194,S
08/10/2017,2,2,32.7882523,S
08/10/2017,0,2,10.6983222,S
09/10/2017,3,2,38.9449316,S
09/10/2017,0,2,10.6983222,S
09/10/2017,1,2,24.1991194,S
09/10/2017,2,2,32.7882523,S
10/10/2017,2,2,32.8460684,S
10/10/2017,3,2,38.955451,S
10/10/2017,0,2,10.701567,S
10/10/2017,1,2,24.2248584,S
12/10/2017,0,2,10.7038392,S
11/10/2017,3,2,38.9923546,S
11/10/2017,2,2,32.8993114,S
11/10/2017,1,2,24.2292631,S
11/10/2017,0,2,10.7026812,S
12/10/2017,1,2,24.2386286,S
12/10/2017,3,2,38.9627261,S
12/10/2017,2,2,32.9031046,S
13/10/2017,3,2,38.9934445,S
13/10/2017,0,2,10.7049815,S
13/10/2017,1,2,24.2350446,S
13/10/2017,2,2,32.8922617,S
14/10/2017,0,2,10.7061432,S
14/10/2017,2,2,32.9248795,S
14/10/2017,1,2,24.2262932,S
14/10/2017,3,2,39.0510555,S
15/10/2017,0,2,10.7061432,S
15/10/2017,1,2,24.2262932,S
15/10/2017,2,2,32.9248795,S
15/10/2017,3,2,39.0510555,S
16/10/2017,0,2,10.7061432,S
16/10/2017,1,2,24.2262932,S
16/10/2017,2,2,32.9248795,S
16/10/2017,3,2,39.0510555,S
17/10/2017,2,2,32.9185304,S
17/10/2017,0,2,10.7096016,S
17/10/2017,1,2,24.2127472,S
17/10/2017,3,2,39.1025901,S
18/10/2017,2,2,32.8832944,S
18/10/2017,1,2,24.2077378,S
18/10/2017,0,2,10.7107434,S
18/10/2017,3,2,39.0755922,S
19/10/2017,2,2,32.8409702,S
19/10/2017,0,2,10.7118219,S
19/10/2017,1,2,24.1817774,S
19/10/2017,3,2,38.9785639,S
20/10/2017,3,2,38.9314154,S
20/10/2017,2,2,32.8179667,S
20/10/2017,0,2,10.7129156,S
21/10/2017,3,2,39.0314734,S
20/10/2017,1,2,24.1790781,S
21/10/2017,0,2,10.7140059,S
21/10/2017,2,2,32.8530451,S
21/10/2017,1,2,24.18884,S
22/10/2017,0,2,10.7140059,S
22/10/2017,1,2,24.18884,S
22/10/2017,2,2,32.8530451,S
22/10/2017,3,2,39.0314734,S
23/10/2017,3,2,39.0314734,S
23/10/2017,0,2,10.7140059,S
23/10/2017,1,2,24.18884,S
23/10/2017,2,2,32.8530451,S
24/10/2017,3,2,39.163449,S
24/10/2017,1,2,24.1955941,S
24/10/2017,0,2,10.7173136,S
24/10/2017,2,2,32.8693617,S
25/10/2017,1,2,24.142056,S
25/10/2017,3,2,39.1500882,S
26/10/2017,3,2,39.2090905,S
25/10/2017,0,2,10.7184211,S
25/10/2017,2,2,32.8317037,S
26/10/2017,2,2,32.8337022,S
26/10/2017,1,2,24.1350166,S
26/10/2017,0,2,10.7195235,S
27/10/2017,3,2,39.3065654,S
27/10/2017,1,2,24.1455999,S
27/10/2017,0,2,10.7206343,S
28/10/2017,3,2,39.5582636,S
27/10/2017,2,2,32.8589459,S
28/10/2017,1,2,24.1332191,S
28/10/2017,0,2,10.7217443,S
29/10/2017,0,2,10.7217443,S
28/10/2017,2,2,32.960739,S
29/10/2017,1,2,24.1332191,S
29/10/2017,2,2,32.960739,S
29/10/2017,3,2,39.5582636,S
30/10/2017,0,2,10.7217443,S
30/10/2017,1,2,24.1332191,S
30/10/2017,2,2,32.960739,S
30/10/2017,3,2,39.5582636,S
31/10/2017,3,2,39.4919208,S
31/10/2017,2,2,32.9255906,S
31/10/2017,1,2,24.1190518,S
31/10/2017,0,2,10.7249845,S
01/11/2017,1,2,24.1208636,S
01/11/2017,3,2,39.5233952,S
01/11/2017,0,2,10.7267087,S
01/11/2017,2,2,32.9453112,S
02/11/2017,3,2,39.5470122,S
02/11/2017,0,2,10.7277021,S
02/11/2017,1,2,24.1243168,S
02/11/2017,2,2,32.9713931,S
03/11/2017,1,2,24.1422507,S
03/11/2017,3,2,39.7018546,S
03/11/2017,0,2,10.728704,S
03/11/2017,2,2,33.0363847,S
04/11/2017,0,2,10.7298788,S
04/11/2017,3,2,39.692264,S
04/11/2017,1,2,24.147813,S
05/11/2017,0,2,10.7298788,S
04/11/2017,2,2,33.0488322,S
05/11/2017,1,2,24.147813,S
05/11/2017,2,2,33.0488322,S
05/11/2017,3,2,39.692264,S
06/11/2017,0,2,10.7298788,S
06/11/2017,1,2,24.147813,S
06/11/2017,2,2,33.0488322,S
06/11/2017,3,2,39.692264,S
07/11/2017,3,2,39.6758006,S
07/11/2017,2,2,33.0730262,S
07/11/2017,0,2,10.7331472,S
07/11/2017,1,2,24.1572449,S
08/11/2017,3,2,39.6370014,S
08/11/2017,0,2,10.7342253,S
08/11/2017,1,2,24.1777011,S
08/11/2017,2,2,33.0847815,S
09/11/2017,0,2,10.7352711,S
09/11/2017,1,2,24.1851288,S
10/11/2017,3,2,39.4479851,S
09/11/2017,3,2,39.6069546,S
09/11/2017,2,2,33.0994212,S
10/11/2017,2,2,33.0098607,S
10/11/2017,1,2,24.1537519,S
10/11/2017,0,2,10.7361672,S
11/11/2017,1,2,24.1769552,S
11/11/2017,2,2,32.9700674,S
11/11/2017,0,2,10.7371645,S
11/11/2017,3,2,39.1792988,S
12/11/2017,0,2,10.7371645,S
12/11/2017,2,2,32.9700674,S
12/11/2017,1,2,24.1769552,S
12/11/2017,3,2,39.1792988,S
13/11/2017,0,2,10.7371645,S
13/11/2017,1,2,24.1769552,S
13/11/2017,2,2,32.9700674,S
13/11/2017,3,2,39.1792988,S
14/11/2017,1,2,24.1430971,S
14/11/2017,0,2,10.7402025,S
14/11/2017,3,2,38.918919,S
14/11/2017,2,2,32.8748719,S
15/11/2017,3,2,38.7565162,S
15/11/2017,1,2,24.132558,S
15/11/2017,0,2,10.7412257,S
16/11/2017,3,2,38.6596249,S
15/11/2017,2,2,32.8096403,S
16/11/2017,2,2,32.7354923,S
16/11/2017,1,2,24.1069944,S
16/11/2017,0,2,10.7422453,S
17/11/2017,0,2,10.7432786,S
17/11/2017,3,2,38.6549718,S
17/11/2017,2,2,32.7632655,S
17/11/2017,1,2,24.1000375,S
18/11/2017,1,2,24.1231418,S
18/11/2017,0,2,10.7443105,S
18/11/2017,2,2,32.8061909,S
18/11/2017,3,2,38.7025808,S
19/11/2017,0,2,10.7443105,S
19/11/2017,1,2,24.1231418,S
19/11/2017,2,2,32.8061909,S
19/11/2017,3,2,38.7025808,S
20/11/2017,0,2,10.7443105,S
20/11/2017,1,2,24.1231418,S
20/11/2017,2,2,32.8061909,S
20/11/2017,3,2,38.7025808,S
21/11/2017,1,2,24.1057906,S
21/11/2017,0,2,10.7474935,S
21/11/2017,2,2,32.7937211,S
22/11/2017,3,2,38.9304729,S
21/11/2017,3,2,38.6950245,S
22/11/2017,0,2,10.7485813,S
22/11/2017,1,2,24.1316115,S
22/11/2017,2,2,32.8954365,S
23/11/2017,3,2,39.1008585,S
23/11/2017,0,2,10.7496395,S
23/11/2017,2,2,32.9649508,S
24/11/2017,0,2,10.7507069,S
24/11/2017,2,2,32.9904298,S
24/11/2017,3,2,39.1261593,S
25/11/2017,0,2,10.7517755,S
25/11/2017,3,2,39.1866733,S
25/11/2017,2,2,33.0480194,S
26/11/2017,0,2,10.7517755,S
26/11/2017,2,2,33.0480194,S
26/11/2017,3,2,39.1866733,S
27/11/2017,0,2,10.7517755,S
27/11/2017,2,2,33.0480194,S
27/11/2017,3,2,39.1866733,S
28/11/2017,3,2,39.0764265,S
28/11/2017,2,2,32.9877306,S
28/11/2017,0,2,10.7549819,S
29/11/2017,3,2,39.0993949,S
29/11/2017,0,2,10.7560804,S
29/11/2017,2,2,33.056055,S
30/11/2017,3,2,39.1582544,S
30/11/2017,1,2,24.2836954,S
30/11/2017,0,2,10.7571625,S
30/11/2017,2,2,33.0721857,S
01/12/2017,3,2,39.206268,S
01/12/2017,1,2,24.2642095,S
01/12/2017,0,2,10.7592871,S
02/12/2017,0,2,10.7604277,S
01/12/2017,2,2,33.0665301,S
02/12/2017,3,2,39.1271499,S
02/12/2017,1,2,24.2917061,S
02/12/2017,2,2,33.0577558,S
03/12/2017,0,2,10.7604277,S
03/12/2017,1,2,24.2917061,S
03/12/2017,2,2,33.0577558,S
03/12/2017,3,2,39.1271499,S
04/12/2017,0,2,10.7604277,S
04/12/2017,1,2,24.2917061,S
04/12/2017,2,2,33.0577558,S
04/12/2017,3,2,39.1271499,S
05/12/2017,0,2,10.7637263,S
05/12/2017,3,2,39.0603037,S
05/12/2017,1,2,24.2725663,S
06/12/2017,3,2,39.0279149,S
05/12/2017,2,2,33.0267402,S
06/12/2017,0,2,10.7648321,S
06/12/2017,1,2,24.2839027,S
06/12/2017,2,2,33.0219397,S
07/12/2017,1,2,24.2580648,S
07/12/2017,0,2,10.7659164,S
07/12/2017,3,2,38.699401,S
07/12/2017,2,2,32.9106015,S
08/12/2017,2,2,32.914135,S
08/12/2017,1,2,24.2592556,S
08/12/2017,0,2,10.7670036,S
08/12/2017,3,2,38.6894552,S
09/12/2017,3,2,38.8437965,S
10/12/2017,3,2,38.8437965,S
09/12/2017,0,2,10.7680898,S
09/12/2017,2,2,32.99176,S
09/12/2017,1,2,24.2673921,S
10/12/2017,0,2,10.7680898,S
10/12/2017,1,2,24.2673921,S
10/12/2017,2,2,32.99176,S
11/12/2017,0,2,10.7680898,S
11/12/2017,1,2,24.2673921,S
11/12/2017,2,2,32.99176,S
11/12/2017,3,2,38.8437965,S
12/12/2017,2,2,33.0351767,S
12/12/2017,1,2,24.2850282,S
12/12/2017,0,2,10.7709156,S
13/12/2017,3,2,38.9111233,S
12/12/2017,3,2,38.9002561,S
13/12/2017,0,2,10.771951,S
13/12/2017,2,2,33.0542167,S
13/12/2017,1,2,24.2824562,S
14/12/2017,0,2,10.7729781,S
14/12/2017,2,2,33.0518953,S
14/12/2017,1,2,24.2858667,S
14/12/2017,3,2,38.8482692,S
15/12/2017,1,2,24.2742947,S
15/12/2017,0,2,10.7740143,S
15/12/2017,3,2,38.5004132,S
15/12/2017,2,2,32.9432188,S
16/12/2017,3,2,38.8414899,S
16/12/2017,0,2,10.7750422,S
16/12/2017,1,2,24.3249902,S
16/12/2017,2,2,33.1283346,S
17/12/2017,1,2,24.3249902,S
17/12/2017,2,2,33.1283346,S
17/12/2017,3,2,38.8414899,S
17/12/2017,0,2,10.7750422,S
18/12/2017,0,2,10.7750422,S
18/12/2017,1,2,24.3249902,S
18/12/2017,2,2,33.1283346,S
18/12/2017,3,2,38.8414899,S
19/12/2017,3,2,38.9905027,S
19/12/2017,0,2,10.7781509,S
19/12/2017,1,2,24.3055513,S
19/12/2017,2,2,33.1628284,S
20/12/2017,3,2,39.0537943,S
21/12/2017,1,2,24.3574996,S
20/12/2017,2,2,33.2400638,S
20/12/2017,0,2,10.779237,S
20/12/2017,1,2,24.3777652,S
21/12/2017,3,2,38.9793008,S
21/12/2017,0,2,10.780293,S
22/12/2017,3,2,39.0427142,S
22/12/2017,1,2,24.3517577,S
23/12/2017,3,2,39.1117469,S
23/12/2017,1,2,24.3144032,S
23/12/2017,0,2,10.7824291,S
24/12/2017,0,2,10.7824291,S
24/12/2017,1,2,24.3144032,S
24/12/2017,2,2,33.1860167,S
24/12/2017,3,2,39.1117469,S
25/12/2017,0,2,10.7824291,S
25/12/2017,1,2,24.3144032,S
25/12/2017,2,2,33.1860167,S
25/12/2017,3,2,39.1117469,S
26/12/2017,0,2,10.7824291,S
26/12/2017,1,2,24.3144032,S
26/12/2017,2,2,33.1860167,S
26/12/2017,3,2,39.1117469,S
27/12/2017,3,2,39.1168043,S
27/12/2017,1,2,24.3279355,S
28/12/2017,3,2,39.1394952,S
28/12/2017,1,2,24.3481513,S
29/12/2017,3,2,39.2712337,S
30/12/2017,2,2,33.3954027,S
30/12/2017,3,2,39.3901012,S
31/12/2017,0,2,10.7895884,S
31/12/2017,1,2,24.4223807,S
31/12/2017,2,2,33.3954027,S
31/12/2017,3,2,39.3901012,S
25/11/2017,1,2,24.2234327,S
22/12/2017,2,2,33.208901,S
27/12/2017,0,2,10.7840329,S
23/12/2017,2,2,33.1860165,S
21/12/2017,2,2,33.1919295,S
28/12/2017,0,2,10.7850707,S
27/11/2017,1,2,24.2234327,S
29/12/2017,1,2,13.0436924,S
29/12/2017,0,2,10.7930526,S
24/11/2017,1,2,24.1903434,S
28/11/2017,1,2,24.2172051,S
26/11/2017,1,2,24.2234327,S
29/12/2017,2,2,33.3287676,S
29/11/2017,1,2,24.2697186,S
28/12/2017,2,2,33.2494403,S
27/12/2017,2,2,33.2175232,S
23/11/2017,1,2,24.1637337,S
